emp_no;salary
31204;47809
31205;57449
31206;60977
31207;58267
31208;44787
31209;79980
31210;56959
31211;74561
31212;51670
31213;102661
31214;74265
31215;66079
31216;52555
31217;45180
31218;85007
31219;73508
31220;95890
31221;66029
31222;49731
31223;46926
31224;90214
31225;97528
31226;94304
31227;67005
31228;52525
31229;43616
31230;66428
31231;94979
31232;40000
31233;61336
31234;65137
31235;67399
31236;62342
31237;51972
31238;82865
31239;50322
31240;47885
31241;69969
31242;54063
31243;54984
31244;68721
31245;77634
31246;71294
31247;65103
31248;59512
31249;84756
31250;98556
31251;46309
31252;64203
31253;97105
31254;63240
31255;56943
31256;55563
31257;70999
31258;66538
31259;71438
31260;59962
31261;48279
31262;54178
31263;59149
31264;43678
31265;76368
31266;85583
31267;51338
31268;40830
31269;74944
31270;43140
31271;77151
31272;66281
31273;63016
31274;58051
31275;46324
31276;59754
31277;68273
31278;66312
31279;85843
31280;67823
31281;60586
31282;58863
31283;43260
31284;80752
31285;73141
31286;86568
31287;72512
31288;68007
31289;79191
31290;49152
31291;94514
31292;72979
31293;78811
31294;64418
31295;53985
31296;79015
31297;54614
31298;62746
31299;58881
31300;81092
31301;93204
31302;51628
31303;80425
31304;67366
31305;50165
31306;57141
31307;84243
31308;63312
31309;76875
31310;58163
31311;50767
31312;64997
31313;58777
31314;107641
31315;76666
31316;57854
31317;45261
31318;117015
31319;62932
31320;40000
31321;76101
31322;72168
31323;58409
31324;59873
31325;108462
31326;67151
31327;47892
31328;59147
31329;75850
31330;62992
31331;98468
31332;50588
31333;72063
31334;91427
31335;85487
31336;67350
31337;66575
31338;48818
31339;92005
31340;78044
31341;81123
31342;78798
31343;73491
31344;104943
31345;100309
31346;47432
31347;77380
31348;75725
31349;75944
31350;74060
31351;75459
31352;56326
31353;58013
31354;71477
31355;99602
31356;115808
31357;63544
31358;61465
31359;89055
31360;60814
31361;47621
31362;66930
31363;116763
31364;96836
31365;43136
31366;95170
31367;73077
31368;69246
31369;51916
31370;75543
31371;84237
31372;48668
31373;60010
31374;98159
31375;77799
31376;69964
31377;51929
31378;49908
31379;87265
31380;74592
31381;45827
31382;74350
31383;54109
31384;53697
31385;96152
31386;69170
31387;58959
31388;110606
31389;60585
31390;52564
31391;55888
31392;78240
31393;66088
31394;74754
31395;58025
31396;56590
31397;76894
31398;71076
31399;63244
31400;53430
31401;87590
31402;70260
31403;65221
31404;59726
31405;46864
31406;73894
31407;83403
31408;119186
31409;81479
31410;104881
31411;70478
31412;68686
31413;52583
31414;75978
31415;47760
31416;69066
31417;85353
31418;80559
31419;48326
31420;82548
31421;44381
31422;59994
31423;78797
31424;98164
31425;74116
31426;75333
31427;101633
31428;92834
31429;78244
31430;102615
31431;55575
31432;54558
31433;75825
31434;105415
31435;71944
31436;59206
31437;76223
31438;64096
31439;106811
31440;82473
31441;71297
31442;77345
31443;64062
31444;108109
31445;57654
31446;47068
31447;68699
31448;92553
31449;52148
31450;74368
31451;92258
31452;47757
31453;61963
31454;86930
31455;64711
31456;50378
31457;71704
31458;92307
31459;102481
31460;50867
31461;79730
31462;72416
31463;68452
31464;46332
31465;73069
31466;53051
31467;78657
31468;69188
31469;78933
31470;45442
31471;46703
31472;67895
31473;74799
31474;93453
31475;68158
31476;79669
31477;64709
31478;40268
31479;44828
31480;48778
31481;49878
31482;51880
31483;60899
31484;85085
31485;56789
31486;75806
31487;55467
31488;57605
31489;59699
31490;53124
31491;79233
31492;96565
31493;66727
31494;71206
31495;85687
31496;61075
31497;78304
31498;64075
31499;109242
31500;75207
31501;66807
31502;57769
31503;62537
31504;77918
31505;57346
31506;82398
31507;63640
31508;90716
31509;42763
31510;49800
31511;57715
31512;77957
31513;50077
31514;77514
31515;59991
31516;55724
31517;83248
31518;53455
31519;61349
31520;72345
31521;122272
31522;69931
31523;50910
31524;93656
31525;79868
31526;63017
31527;49476
31528;81396
31529;47714
31530;43177
31531;75425
31532;60857
31533;99900
31534;99327
31535;81655
31536;68954
31537;69980
31538;75445
31539;48180
31540;54194
31541;60783
31542;44523
31543;64997
31544;63348
31545;91092
31546;114302
31547;46311
31548;48342
31549;85186
31550;72885
31551;65259
31552;68015
31553;93935
31554;56022
31555;45415
31556;56188
31557;82702
31558;115694
31559;66465
31560;81599
31561;84062
31562;78380
31563;99858
31564;77401
31565;95848
31566;76958
31567;49322
31568;77783
31569;60286
31570;54585
31571;80839
31572;60118
31573;63861
31574;48417
31575;73145
31576;99722
31577;87536
31578;87146
31579;76680
31580;83921
31581;54165
31582;51883
31583;51306
31584;86766
31585;75591
31586;73459
31587;72348
31588;60651
31589;67277
31590;58005
31591;69212
31592;92461
31593;62175
31594;55980
31595;102125
31596;44585
31597;48657
31598;64455
31599;40500
31600;54789
31601;66157
31602;57415
31603;92112
31604;78859
31605;79844
31606;50434
31607;100915
31608;40227
31609;64271
31610;67372
31611;73293
31612;72632
31613;59712
31614;61853
31615;58997
31616;59404
31617;44222
31618;47434
31619;70372
31620;75758
31621;78786
31622;71927
31623;68106
31624;70751
31625;53371
31626;66239
31627;64283
31628;107965
31629;89032
31630;71112
31631;86732
31632;54605
31633;65725
31634;68117
31635;59917
31636;94870
31637;60244
31638;66804
31639;100443
31640;62037
31641;71338
31642;80514
31643;58542
31644;48856
31645;52773
31646;65222
31647;44161
31648;62675
31649;50551
31650;108570
31651;78801
31652;69900
31653;84546
31654;118966
31655;84223
31656;58703
31657;67631
31658;90234
31659;75796
31660;73550
31661;103163
31662;57655
31663;58745
31664;42401
31665;137646
31666;55658
31667;68731
31668;102172
31669;49406
31670;69268
31671;66542
31672;59640
31673;46051
31674;66346
31675;43108
31676;112991
31677;43161
31678;96414
31679;75283
31680;99307
31681;63005
31682;50829
31683;73992
31684;50454
31685;48044
31686;67492
31687;86663
31688;74083
31689;72474
31690;71656
31691;71732
31692;62367
31693;49749
31694;61433
31695;77702
31696;81429
31697;93994
31698;89761
31699;68233
31700;135735
31701;54596
31702;96934
31703;107124
31704;52243
31705;84153
31706;95785
31707;68537
31708;67573
31709;45120
31710;48019
31711;72466
31712;97149
31713;68726
31714;58832
31715;64881
31716;54371
31717;80002
31718;63409
31719;87530
31720;58794
31721;48938
31722;66565
31723;45194
31724;58454
31725;50424
31726;74452
31727;63411
31728;97715
31729;96440
31730;48453
31731;80578
31732;59847
31733;68467
31734;67169
31735;51663
31736;54767
31737;50245
31738;52209
31739;79266
31740;42117
31741;77797
31742;65982
31743;74907
31744;41880
31745;72827
31746;87233
31747;62101
31748;60921
31749;48291
31750;120206
31751;69720
31752;51002
31753;57835
31754;66658
31755;50628
31756;66069
31757;91423
31758;64101
31759;68700
31760;69753
31761;76223
31762;96961
31763;92110
31764;97221
31765;52263
31766;99824
31767;55310
31768;79678
31769;40000
31770;110062
31771;82143
31772;57901
31773;110215
31774;87003
31775;57216
31776;58378
31777;66698
31778;62254
31779;72169
31780;68572
31781;54394
31782;62916
31783;67087
31784;67587
31785;80006
31786;55717
31787;79838
31788;77688
31789;70144
31790;57085
31791;75139
31792;110354
31793;46210
31794;51829
31795;56214
31796;86054
31797;104704
31798;76370
31799;94300
31800;75883
31801;61244
31802;67673
31803;72416
31804;94029
31805;60777
31806;79328
31807;67142
31808;57105
31809;44327
31810;51049
31811;85460
31812;60310
31813;47996
31814;68814
31815;76145
31816;40000
31817;82726
31818;40000
31819;47859
31820;73692
31821;58613
31822;74834
31823;59189
31824;98307
31825;68227
31826;81115
31827;99458
31828;95492
31829;72384
31830;120295
31831;108383
31832;64829
31833;60854
31834;66328
31835;48439
31836;102646
31837;65027
31838;75055
31839;76184
31840;71151
31841;89297
31842;74905
31843;55143
31844;90274
31845;65449
31846;62765
31847;67529
31848;68656
31849;73073
31850;67634
31851;88199
31852;69228
31853;55220
31854;91496
31855;82962
31856;56434
31857;81595
31858;102450
31859;93310
31860;57080
31861;50386
31862;58806
31863;116043
31864;84224
31865;47343
31866;97059
31867;49101
31868;112970
31869;51075
31870;68552
31871;108377
31872;73111
31873;85881
31874;63001
31875;71481
31876;73815
31877;46383
31878;99411
31879;75607
31880;58248
31881;74555
31882;48883
31883;85741
31884;65098
31885;85520
31886;71965
31887;92603
31888;80086
31889;63704
31890;105512
31891;86397
31892;63608
31893;58325
31894;79357
31895;50578
31896;70861
31897;82993
31898;57543
31899;66653
31900;40000
31901;90875
31902;52086
31903;74297
31904;78889
31905;78490
31906;61934
31907;84529
31908;72108
31909;59694
31910;50883
31911;82740
31912;55899
31913;64165
31914;72551
31915;89937
31916;54902
31917;62603
31918;66577
31919;64036
31920;61908
31921;68763
31922;64433
31923;61499
31924;68190
31925;41873
31926;95248
31927;40830
31928;65462
31929;55637
31930;80586
31931;90651
31932;68134
31933;83083
31934;95501
31935;48011
31936;69607
31937;56528
31938;54174
31939;87493
31940;48496
31941;50734
31942;50687
31943;77960
31944;100349
31945;85751
31946;82368
31947;41565
31948;69782
31949;57107
31950;75832
31951;101523
31952;81491
31953;54458
31954;64755
31955;87778
31956;68552
31957;82401
31958;115727
31959;90780
31960;45737
31961;75327
31962;41451
31963;66622
31964;62268
31965;46046
31966;59621
31967;56099
31968;72707
31969;113634
31970;70409
31971;47508
31972;68011
31973;92618
31974;55826
31975;43166
31976;71401
31977;48436
31978;65160
31979;51285
31980;40859
31981;86610
31982;65885
31983;49128
31984;53967
31985;60668
31986;88118
31987;67053
31988;57940
31989;76922
31990;61379
31991;50243
31992;66411
31993;44998
31994;63445
31995;53154
31996;40000
31997;97632
31998;60784
31999;104118
32000;104567
32001;84880
32002;76418
32003;51335
32004;82530
32005;96319
32006;71815
32007;89668
32008;64179
32009;79062
32010;93247
32011;48561
32012;55949
32013;81097
32014;78854
32015;59974
32016;55404
32017;74129
32018;78517
32019;114961
32020;40000
32021;55087
32022;67040
32023;63013
32024;40117
32025;57006
32026;102964
32027;95528
32028;63509
32029;89115
32030;54433
32031;40000
32032;101672
32033;65423
32034;88599
32035;73534
32036;84089
32037;43735
32038;65331
32039;48699
32040;86770
32041;64163
32042;59118
32043;52572
32044;67511
32045;79580
32046;69365
32047;63333
32048;54357
32049;51902
32050;113236
32051;79762
32052;62303
32053;75429
32054;65824
32055;89879
32056;93672
32057;68732
32058;42287
32059;80154
32060;61727
32061;66302
32062;103640
32063;45931
32064;75306
32065;89801
32066;109022
32067;73067
32068;64678
32069;60711
32070;81282
32071;43848
32072;45444
32073;88517
32074;78914
32075;89454
32076;52752
32077;74774
32078;52068
32079;104973
32080;66050
32081;65925
32082;98336
32083;54576
32084;49681
32085;93767
32086;91770
32087;62530
32088;115412
32089;61126
32090;49549
32091;55578
32092;56937
32093;60099
32094;68347
32095;61276
32096;66458
32097;51982
32098;76180
32099;61793
32100;58867
32101;78136
32102;78151
32103;120801
32104;50634
32105;41919
32106;71961
32107;61834
32108;65890
32109;54776
32110;52212
32111;77648
32112;59027
32113;47341
32114;80296
32115;98730
32116;59596
32117;95829
32118;66740
32119;68061
32120;96134
32121;64324
32122;48621
32123;75156
32124;58037
32125;53167
32126;66328
32127;68209
32128;104536
32129;97995
32130;47144
32131;84692
32132;116196
32133;45295
32134;65777
32135;40000
32136;82100
32137;45249
32138;81108
32139;68855
32140;63310
32141;49437
32142;61980
32143;88204
32144;53737
32145;68314
32146;66243
32147;94449
32148;46258
32149;64295
32150;103677
32151;85435
32152;53334
32153;53064
32154;64205
32155;68356
32156;45779
32157;66704
32158;73722
32159;72965
32160;82525
32161;46802
32162;61458
32163;50183
32164;97908
32165;56399
32166;108647
32167;87716
32168;66563
32169;63877
32170;69729
32171;50416
32172;93997
32173;58798
32174;56359
32175;71687
32176;85332
32177;50617
32178;64392
32179;90832
32180;88346
32181;49675
32182;105469
32183;73372
32184;55680
32185;71937
32186;67973
32187;103916
32188;104764
32189;44982
32190;68367
32191;83732
32192;89057
32193;101632
32194;50869
32195;78657
32196;42040
32197;89368
32198;94772
32199;65134
32200;73196
32201;47879
32202;84853
32203;70689
32204;99334
32205;78661
32206;76902
32207;68019
32208;48204
32209;69877
32210;56274
32211;68064
32212;74247
32213;68162
32214;100674
32215;43377
32216;59638
32217;46869
32218;65998
32219;50170
32220;110569
32221;118106
32222;118529
32223;72675
32224;76331
32225;68089
32226;49160
32227;45122
32228;80436
32229;102861
32230;55646
32231;72066
32232;71875
32233;81938
32234;47794
32235;69377
32236;59092
32237;76779
32238;72544
32239;65974
32240;59301
32241;70837
32242;46309
32243;81714
32244;92968
32245;48853
32246;76864
32247;43996
32248;51411
32249;72474
32250;72403
32251;43799
32252;74820
32253;65562
32254;70661
32255;65080
32256;41660
32257;50162
32258;48529
32259;78960
32260;69075
32261;71171
32262;58880
32263;81689
32264;54275
32265;105303
32266;61431
32267;96325
32268;86896
32269;65313
32270;52318
32271;50678
32272;74859
32273;74696
32274;81918
32275;58294
32276;66565
32277;58105
32278;53250
32279;63123
32280;84730
32281;82310
32282;61050
32283;90799
32284;95233
32285;73972
32286;82237
32287;64319
32288;81504
32289;44759
32290;59095
32291;81134
32292;68982
32293;69109
32294;71373
32295;61531
32296;64596
32297;58312
32298;59618
32299;93484
32300;42849
32301;64991
32302;47929
32303;63905
32304;52186
32305;51280
32306;70555
32307;43575
32308;40000
32309;58217
32310;63691
32311;56035
32312;60024
32313;71705
32314;55471
32315;73356
32316;58100
32317;53956
32318;71545
32319;95285
32320;61003
32321;76994
32322;85846
32323;75468
32324;73454
32325;52903
32326;43374
32327;47273
32328;75519
32329;76965
32330;89273
32331;76884
32332;89247
32333;49279
32334;69453
32335;67057
32336;75435
32337;104138
32338;75208
32339;81922
32340;49080
32341;63490
32342;72149
32343;69185
32344;54694
32345;48526
32346;56166
32347;91901
32348;83472
32349;99151
32350;68312
32351;49993
32352;50054
32353;65371
32354;53885
32355;94804
32356;49077
32357;73647
32358;80019
32359;87553
32360;69022
32361;49082
32362;78168
32363;53224
32364;49853
32365;44357
32366;63891
32367;45596
32368;55300
32369;60557
32370;92053
32371;56412
32372;72879
32373;53663
32374;47903
32375;46964
32376;72816
32377;69580
32378;85616
32379;53629
32380;79245
32381;87226
32382;61509
32383;54244
32384;89897
32385;90226
32386;60975
32387;57533
32388;78733
32389;45784
32390;54843
32391;67779
32392;55698
32393;52436
32394;82342
32395;62519
32396;80841
32397;51712
32398;75785
32399;59682
32400;58399
32401;50187
32402;82372
32403;54080
32404;53220
32405;100230
32406;52193
32407;62603
32408;62182
32409;71460
32410;75778
32411;81240
32412;56840
32413;59611
32414;50366
32415;66017
32416;82027
32417;53574
32418;84339
32419;81922
32420;62295
32421;93914
32422;89697
32423;48112
32424;76913
32425;104420
32426;61131
32427;62078
32428;73566
32429;45421
32430;50940
32431;45969
32432;67703
32433;60594
32434;78016
32435;48201
32436;83520
32437;89235
32438;63463
32439;70656
32440;69746
32441;59047
32442;67418
32443;84203
32444;58831
32445;53537
32446;64290
32447;64767
32448;62379
32449;56644
32450;91505
32451;63854
32452;55464
32453;88110
32454;58863
32455;82579
32456;52012
32457;56055
32458;64792
32459;57626
32460;73387
32461;59125
32462;57227
32463;71190
32464;78543
32465;59931
32466;116518
32467;70446
32468;111128
32469;80589
32470;58719
32471;98445
32472;55250
32473;51363
32474;70378
32475;60593
32476;81964
32477;44163
32478;58042
32479;94033
32480;94732
32481;57970
32482;102742
32483;76813
32484;48133
32485;60783
32486;62577
32487;78808
32488;67297
32489;71363
32490;85217
32491;72766
32492;62322
32493;47313
32494;50034
32495;76806
32496;49999
32497;69863
32498;64867
32499;84082
32500;85074
32501;72178
32502;71942
32503;55867
32504;72038
32505;86234
32506;44148
32507;73344
32508;62755
32509;92611
32510;60177
32511;67511
32512;48756
32513;103244
32514;64231
32515;48238
32516;52644
32517;78688
32518;49093
32519;83806
32520;66287
32521;59441
32522;65652
32523;46043
32524;60802
32525;68829
32526;54450
32527;60650
32528;64384
32529;87582
32530;78190
32531;93878
32532;54836
32533;65726
32534;68404
32535;41005
32536;75207
32537;89892
32538;49640
32539;77110
32540;95218
32541;77526
32542;71025
32543;70401
32544;86687
32545;46186
32546;48646
32547;90537
32548;59995
32549;69759
32550;40916
32551;50185
32552;69200
32553;44632
32554;56771
32555;74077
32556;71082
32557;61152
32558;76528
32559;58759
32560;44423
32561;64280
32562;89826
32563;64585
32564;54966
32565;70889
32566;85562
32567;79461
32568;51301
32569;85080
32570;42486
32571;76814
32572;54143
32573;71632
32574;62508
32575;40000
32576;103021
32577;46691
32578;74751
32579;71514
32580;80671
32581;75195
32582;75452
32583;59385
32584;59743
32585;90875
32586;84054
32587;68528
32588;65939
32589;60397
32590;60206
32591;95563
32592;70599
32593;63129
32594;80505
32595;77428
32596;52174
32597;62075
32598;48267
32599;72060
32600;72349
32601;79117
32602;43372
32603;83905
32604;66730
32605;68915
32606;113856
32607;85253
32608;60204
32609;72033
32610;80877
32611;89606
32612;66811
32613;66281
32614;53566
32615;56796
32616;60268
32617;70011
32618;78624
32619;79176
32620;65693
32621;62126
32622;40000
32623;66138
32624;49884
32625;66049
32626;76361
32627;82029
32628;69111
32629;68754
32630;41117
32631;63748
32632;51520
32633;79518
32634;44686
32635;83811
32636;86098
32637;75589
32638;93481
32639;92380
32640;74786
32641;70174
32642;60411
32643;45669
32644;72483
32645;65337
32646;71559
32647;54117
32648;55978
32649;78279
32650;61195
32651;60154
32652;60459
32653;118637
32654;82249
32655;43100
32656;83235
32657;53697
32658;58216
32659;87458
32660;85122
32661;96180
32662;79216
32663;66840
32664;78762
32665;54510
32666;64401
32667;71111
32668;66329
32669;54600
32670;59529
32671;40000
32672;72716
32673;41955
32674;101491
32675;69965
32676;46799
32677;47349
32678;64235
32679;66732
32680;81492
32681;68859
32682;51380
32683;53943
32684;83356
32685;70405
32686;91945
32687;63877
32688;67467
32689;91004
32690;46878
32691;62506
32692;56318
32693;67390
32694;73097
32695;62171
32696;67643
32697;94682
32698;50237
32699;68811
32700;49295
32701;93299
32702;72793
32703;81796
32704;52207
32705;44671
32706;65068
32707;53760
32708;82206
32709;55228
32710;61277
32711;51904
32712;60093
32713;48161
32714;92392
32715;42663
32716;49956
32717;68807
32718;61054
32719;106132
32720;45759
32721;48575
32722;77008
32723;40507
32724;91779
32725;99226
32726;50432
32727;72658
32728;60161
32729;59750
32730;66216
32731;70786
32732;93125
32733;62951
32734;56764
32735;89078
32736;46191
32737;67598
32738;79307
32739;46376
32740;85480
32741;98196
32742;90203
32743;91320
32744;62982
32745;74296
32746;50017
32747;88510
32748;71220
32749;66440
32750;58360
32751;58080
32752;53722
32753;115445
32754;52004
32755;83496
32756;71176
32757;84011
32758;63625
32759;66795
32760;81306
32761;78827
32762;62107
32763;42300
32764;48216
32765;69940
32766;76551
32767;68753
32768;97699
32769;54437
32770;62983
32771;60996
32772;72833
32773;96487
32774;93178
32775;58213
32776;97700
32777;47881
32778;49081
32779;67258
32780;40000
32781;48196
32782;69614
32783;63310
32784;49460
32785;73925
32786;42663
32787;89243
32788;51262
32789;81258
32790;61821
32791;83770
32792;62066
32793;59421
32794;60034
32795;63540
32796;63412
32797;89574
32798;73720
32799;46934
32800;46627
32801;46885
32802;71665
32803;69054
32804;74214
32805;100544
32806;84885
32807;53535
32808;66504
32809;61866
32810;73158
32811;66477
32812;52887
32813;62506
32814;73868
32815;92470
32816;74294
32817;70927
32818;78878
32819;57766
32820;68830
32821;42873
32822;79214
32823;65251
32824;68794
32825;88816
32826;118457
32827;78073
32828;57937
32829;41234
32830;65682
32831;78862
32832;78600
32833;60396
32834;62909
32835;71435
32836;62718
32837;64832
32838;64244
32839;58185
32840;68130
32841;75767
32842;83109
32843;47027
32844;59952
32845;64223
32846;114594
32847;42294
32848;55984
32849;84533
32850;48751
32851;81528
32852;50805
32853;48863
32854;53340
32855;69518
32856;60492
32857;71664
32858;70381
32859;94658
32860;59633
32861;66213
32862;55671
32863;51538
32864;72037
32865;71364
32866;86489
32867;101281
32868;56953
32869;72654
32870;106158
32871;108010
32872;69435
32873;63384
32874;60322
32875;59227
32876;67050
32877;110743
32878;47883
32879;84909
32880;70862
32881;108437
32882;65857
32883;97068
32884;50870
32885;73930
32886;65215
32887;100738
32888;49635
32889;107327
32890;63430
32891;61533
32892;79034
32893;77877
32894;70003
32895;52928
32896;82992
32897;73410
32898;106282
32899;85350
32900;65616
32901;65462
32902;40000
32903;74236
32904;65863
32905;94934
32906;79668
32907;70457
32908;66185
32909;69702
32910;52588
32911;52020
32912;74258
32913;94758
32914;58306
32915;52278
32916;71525
32917;60314
32918;103593
32919;70148
32920;73068
32921;59712
32922;48271
32923;83767
32924;82199
32925;59775
32926;63679
32927;81906
32928;72368
32929;113981
32930;96773
32931;93965
32932;65362
32933;47444
32934;61893
32935;42450
32936;96671
32937;91995
32938;52564
32939;50790
32940;56965
32941;63424
32942;75264
32943;67034
32944;58765
32945;48785
32946;62417
32947;59272
32948;113326
32949;64046
32950;53577
32951;69730
32952;53961
32953;111360
32954;61643
32955;96034
32956;90171
32957;72512
32958;72775
32959;50520
32960;57445
32961;64059
32962;51471
32963;54320
32964;52028
32965;84046
32966;45735
32967;53043
32968;62291
32969;53090
32970;57882
32971;71909
32972;71444
32973;57492
32974;66238
32975;77219
32976;58121
32977;90427
32978;64555
32979;72350
32980;52941
32981;94555
32982;60935
32983;47978
32984;90390
32985;96386
32986;46347
32987;85822
32988;67007
32989;53800
32990;56845
32991;62023
32992;67096
32993;88157
32994;57419
32995;57657
32996;66286
32997;97454
32998;108990
32999;77822
33000;62380
33001;67892
33002;66930
33003;46846
33004;64466
33005;49389
33006;75204
33007;73375
33008;121216
33009;93851
33010;68372
33011;55802
33012;72496
33013;48840
33014;60090
33015;78220
33016;84456
33017;95430
33018;81613
33019;57416
33020;41042
33021;66907
33022;60054
33023;64364
33024;90357
33025;44146
33026;71827
33027;107625
33028;59257
33029;42444
33030;72558
33031;96810
33032;81052
33033;89566
33034;66924
33035;83603
33036;49169
33037;54235
33038;62614
33039;64501
33040;66483
33041;68431
33042;53651
33043;71051
33044;101046
33045;50887
33046;70787
33047;47031
33048;75694
33049;72922
33050;72468
33051;61454
33052;61709
33053;50752
33054;66344
33055;64970
33056;67971
33057;76249
33058;62338
33059;65329
33060;40000
33061;69631
33062;66123
33063;56235
33064;52043
33065;63443
33066;52186
33067;96191
33068;64254
33069;75362
33070;76150
33071;74589
33072;79462
33073;102772
33074;65993
33075;94018
33076;92819
33077;72980
33078;111120
33079;72957
33080;72799
33081;40000
33082;71777
33083;71799
33084;60778
33085;84354
33086;52247
33087;62956
33088;66798
33089;101366
33090;41229
33091;95487
33092;95529
33093;49125
33094;63404
33095;65815
33096;58696
33097;75669
33098;63453
33099;115041
33100;56071
33101;70909
33102;44050
33103;82427
33104;51940
33105;48197
33106;73398
33107;61293
33108;46495
33109;69216
33110;54462
33111;74295
33112;47474
33113;72345
33114;72274
33115;59909
33116;79881
33117;53952
33118;55294
33119;62079
33120;45973
33121;83343
33122;63962
33123;43475
33124;98814
33125;59660
33126;63739
33127;60270
33128;64271
33129;81819
33130;64544
33131;47560
33132;59675
33133;45133
33134;65221
33135;50098
33136;91202
33137;79971
33138;57320
33139;54281
33140;82894
33141;65157
33142;55971
33143;71252
33144;63875
33145;78724
33146;79752
33147;55830
33148;82887
33149;72361
33150;52674
33151;56144
33152;110864
33153;93176
33154;116120
33155;94596
33156;60472
33157;97062
33158;60934
33159;43112
33160;86787
33161;44692
33162;53434
33163;63702
33164;59627
33165;64051
33166;86748
33167;100071
33168;42953
33169;56666
33170;71091
33171;75186
33172;101392
33173;44663
33174;56184
33175;65305
33176;85197
33177;56514
33178;62828
33179;75535
33180;59499
33181;81828
33182;60957
33183;64654
33184;77219
33185;77549
33186;69641
33187;59752
33188;98680
33189;94175
33190;60605
33191;72859
33192;115090
33193;119424
33194;65604
33195;71427
33196;79176
33197;113281
33198;82412
33199;45579
33200;83714
33201;48498
33202;68774
33203;40814
33204;88566
33205;73563
33206;48522
33207;54172
33208;61757
33209;122853
33210;65137
33211;43436
33212;88811
33213;91720
33214;66540
33215;68264
33216;81222
33217;79659
33218;67676
33219;51095
33220;45932
33221;46196
33222;57087
33223;46918
33224;73909
33225;56342
33226;87957
33227;71928
33228;67937
33229;42981
33230;83216
33231;65617
33232;54474
33233;65211
33234;75238
33235;56871
33236;46368
33237;61702
33238;83045
33239;61418
33240;51468
33241;59466
33242;62927
33243;67773
33244;65211
33245;50168
33246;46322
33247;58555
33248;47515
33249;81816
33250;57945
33251;66385
33252;51871
33253;110665
33254;60056
33255;67229
33256;55612
33257;42231
33258;81364
33259;69234
33260;61509
33261;100251
33262;45554
33263;70031
33264;80881
33265;66937
33266;56648
33267;94194
33268;52871
33269;62750
33270;98505
33271;66393
33272;88851
33273;54168
33274;72806
33275;79065
33276;102234
33277;53982
33278;104523
33279;92398
33280;80587
33281;51353
33282;48602
33283;57204
33284;58555
33285;115934
33286;55697
33287;60565
33288;74817
33289;42036
33290;62445
33291;120398
33292;85895
33293;47411
33294;59190
33295;91683
33296;69697
33297;67199
33298;69558
33299;71330
33300;96638
33301;72145
33302;55570
33303;52598
33304;83195
33305;95932
33306;72988
33307;52441
33308;105068
33309;77480
33310;72311
33311;78469
33312;54730
33313;49387
33314;74366
33315;90918
33316;62954
33317;119697
33318;85435
33319;67679
33320;69047
33321;40000
33322;45385
33323;64423
33324;56508
33325;57496
33326;59855
33327;45389
33328;90107
33329;47673
33330;66562
33331;82759
33332;81725
33333;77606
33334;65563
33335;67495
33336;91549
33337;87399
33338;62296
33339;48960
33340;69917
33341;79760
33342;72331
33343;107497
33344;66473
33345;44617
33346;64898
33347;56438
33348;112618
33349;73528
33350;59894
33351;57594
33352;62485
33353;81212
33354;54251
33355;60132
33356;106498
33357;80584
33358;64741
33359;91484
33360;64795
33361;64907
33362;59221
33363;77260
33364;40000
33365;62509
33366;65295
33367;111396
33368;64656
33369;63707
33370;71274
33371;50323
33372;70696
33373;48118
33374;64858
33375;47210
33376;66345
33377;81377
33378;82152
33379;61207
33380;80090
33381;42826
33382;81905
33383;60981
33384;78104
33385;82470
33386;78148
33387;61398
33388;95490
33389;65847
33390;64378
33391;68134
33392;56167
33393;47117
33394;77907
33395;67968
33396;86355
33397;56671
33398;107367
33399;67728
33400;69698
33401;69781
33402;78088
33403;95701
33404;85304
33405;70073
33406;89569
33407;80517
33408;61478
33409;44106
33410;54933
33411;75586
33412;78138
33413;52754
33414;91102
33415;50793
33416;53617
33417;49989
33418;58018
33419;68227
33420;61340
33421;90556
33422;63673
33423;93763
33424;47982
33425;70335
33426;95711
33427;67654
33428;71474
33429;78058
33430;52845
33431;66834
33432;76623
33433;94566
33434;83246
33435;81141
33436;101658
33437;63798
33438;48809
33439;49800
33440;104936
33441;56389
33442;53527
33443;109983
33444;91926
33445;42112
33446;60543
33447;76139
33448;72285
33449;85647
33450;72399
33451;52827
33452;90809
33453;63362
33454;90409
33455;99343
33456;53370
33457;45678
33458;40000
33459;75370
33460;94562
33461;100917
33462;57903
33463;54528
33464;79756
33465;44489
33466;40000
33467;63339
33468;46877
33469;60887
33470;60044
33471;58735
33472;67243
33473;102317
33474;96986
33475;45953
33476;79778
33477;76866
33478;50738
33479;64280
33480;62034
33481;82877
33482;97932
33483;63218
33484;60984
33485;65374
33486;80805
33487;69564
33488;56428
33489;57194
33490;64173
33491;72188
33492;76649
33493;69776
33494;83220
33495;52930
33496;70319
33497;77259
33498;70910
33499;72947
33500;59221
33501;57678
33502;65324
33503;72203
33504;58555
33505;67305
33506;40266
33507;74576
33508;48204
33509;73086
33510;86247
33511;71068
33512;72013
33513;47310
33514;52097
33515;98855
33516;51136
33517;64889
33518;69643
33519;109794
33520;46925
33521;72989
33522;58551
33523;113452
33524;65506
33525;80197
33526;63368
33527;99724
33528;92924
33529;67412
33530;68813
33531;75639
33532;63205
33533;75451
33534;98132
33535;53883
