Codi_Capitol,Text_Capitol,Codi_Article,Text_Article,Codi_Concepte,Text_Concepte,Codi_Subconcepte,Text_Subconcepte,Codi_Organic,Text_Organic,Codi_Arees,Text_Arees,Codi_Politica,Text_Politica,Codi_Grup_de_programes,Text_Grup_de_programes,Codi_Programes,Text_Programes,Codi_Subprogrames,Text_Subprogrames,CREDIT_INICIAL,MODIF_CREDIT,CREDIT_DEFINITIU,AUTORITZAT,DISPOSAT,OBLIGAT,PAG_EFECTUAT,OBLIG_PENDENT_PAG
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,121,RETRIBUCIONS COMPLEMENTARIES,12101,Complement específic funcionaris,800,GERÈNCIA CULTURA.EDUCACIÓ.CIÈNCIA I COMU,9,Actuacions de caràcter general,92,Serveis de caràcter general,924,Participació ciutadana,9241,Relació amb la ciutadania i les entitats,92417,Participació ciutadana,278287.1,-57798.47,220488.63,220488.63,220488.63,220488.63,220488.63,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,121,RETRIBUCIONS COMPLEMENTARIES,12101,Complement específic funcionaris,800,GERÈNCIA CULTURA.EDUCACIÓ.CIÈNCIA I COMU,9,Actuacions de caràcter general,92,Serveis de caràcter general,924,Participació ciutadana,9241,Relació amb la ciutadania i les entitats,92418,Associacionisme,205729.88,-6306.93,199422.95,199422.95,199422.95,199422.95,199422.95,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,121,RETRIBUCIONS COMPLEMENTARIES,12101,Complement específic funcionaris,800,GERÈNCIA CULTURA.EDUCACIÓ.CIÈNCIA I COMU,9,Actuacions de caràcter general,92,Serveis de caràcter general,924,Participació ciutadana,9241,Relació amb la ciutadania i les entitats,92419,Recerca i innovació en matèria de partic,0,33577.87,33577.87,33577.87,33577.87,33577.87,33577.87,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,121,RETRIBUCIONS COMPLEMENTARIES,12101,Complement específic funcionaris,800,GERÈNCIA CULTURA.EDUCACIÓ.CIÈNCIA I COMU,9,Actuacions de caràcter general,92,Serveis de caràcter general,925,Atenció als ciutadans,9251,Informació i atenció al ciutadà,92511,Atenció al ciutadà,3374145.22,-3374145.22,0,0,0,0,0,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12400,Retribucions grup A1 funcionaris en pràc,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,132,Seguretat i Ordre Públic,1321,Seguretat ciutadana,13212,Serveis generals de la Guàrdia Urbana,0,94664.67,94664.67,94664.67,94664.67,94664.67,94664.67,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12401,Retribucions grup A2 funcionaris en pràctiques,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,132,Seguretat i Ordre Públic,1321,Seguretat ciutadana,13212,Serveis generals de la Guàrdia Urbana,0,94646.66,94646.66,94646.66,94646.66,94646.66,94646.66,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12401,Retribucions grup A2 funcionaris en pràctiques,503,GERÈNCIA D'URBANISME,1,Serveis públics bàsics,15,Habitatge i urbanisme,150,Administració General d'habtatge i urba,1501,Administració d'Ecologia Urbana,15011,Despeses generals d'Ecologia Urbana,0,1767.06,1767.06,1767.06,1767.06,1767.06,1767.06,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12403,Retribucions grup C1 funcionaris en pràc,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,132,Seguretat i Ordre Públic,1321,Seguretat ciutadana,13212,Serveis generals de la Guàrdia Urbana,0,539139.34,539139.34,539139.34,539139.34,539139.34,539139.34,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12403,Retribucions grup C1 funcionaris en pràc,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,136,Servei de prevenció i extinció d'incendis,1361,Prevenció i extinció d'incendis i salvament,13612,Intervenció en extinció d’incendis i sal,2819950.54,-2819950.54,0,0,0,0,0,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12404,Retribucions grup C2 funcionaris en pràc,300,GER.ÀREA AGENDA 2030. TRANS.DIGITAL I ES,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,0,4199.96,4199.96,4199.96,4199.96,4199.96,4199.96,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12404,Retribucions grup C2 funcionaris en pràc,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,130,Administració general seguretat i protecció civil,1301,Administració general de prevenció i seguretat,13011,Gestió programa administració seguretat,0,4636.2,4636.2,4636.2,4636.2,4636.2,4636.2,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12404,Retribucions grup C2 funcionaris en pràc,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,132,Seguretat i Ordre Públic,1321,Seguretat ciutadana,13212,Serveis generals de la Guàrdia Urbana,5506518.94,3134884.86,8641403.8,8641403.8,8641403.8,8641403.8,8641403.8,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12404,Retribucions grup C2 funcionaris en pràc,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,136,Servei de prevenció i extinció d'incendis,1361,Prevenció i extinció d'incendis i salvament,13612,Intervenció en extinció d’incendis i sal,707147.78,1041800.88,1748948.66,1748948.66,1748948.66,1748948.66,1748948.66,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12404,Retribucions grup C2 funcionaris en pràc,606,GRÀCIA,1,Serveis públics bàsics,15,Habitatge i urbanisme,153,Vies públiques,1534,Espai públic,15341,Manteniment i millora espais públics cen,0,4573.97,4573.97,4573.97,4573.97,4573.97,4573.97,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12404,Retribucions grup C2 funcionaris en pràc,609,SANT ANDREU,1,Serveis públics bàsics,15,Habitatge i urbanisme,151,Urbanisme:planejament.gestió.execució i disciplina,1511,Actuació urbanística i disciplina,15111,Llicències,0,3320.19,3320.19,3320.19,3320.19,3320.19,3320.19,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12404,Retribucions grup C2 funcionaris en pràc,705,GERÈNCIA DE RECURSOS,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,0,9272.4,9272.4,9272.4,9272.4,9272.4,9272.4,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12404,Retribucions grup C2 funcionaris en pràc,705,GERÈNCIA DE RECURSOS,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9203,Arxiu i biblioteca municipal,92031,Arxiu municipal contemporani,0,4636.2,4636.2,4636.2,4636.2,4636.2,4636.2,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12406,Trienis funcionaris en pràctiques,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,132,Seguretat i Ordre Públic,1321,Seguretat ciutadana,13212,Serveis generals de la Guàrdia Urbana,132.46,77766.33,77898.79,77898.79,77898.79,77898.79,77898.79,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12406,Trienis funcionaris en pràctiques,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,136,Servei de prevenció i extinció d'incendis,1361,Prevenció i extinció d'incendis i salvament,13612,Intervenció en extinció d’incendis i sal,113191.4,-108769.61,4421.79,4421.79,4421.79,4421.79,4421.79,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,124,RETRIB.FUNCIONARIS EN PRACTIQUES,12406,Trienis funcionaris en pràctiques,606,GRÀCIA,1,Serveis públics bàsics,15,Habitatge i urbanisme,153,Vies públiques,1534,Espai públic,15341,Manteniment i millora espais públics cen,0,215.24,215.24,215.24,215.24,215.24,215.24,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,100,GERÈNCIA MUNICIPAL,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,0,575.1,575.1,575.1,575.1,575.1,575.1,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,100,GERÈNCIA MUNICIPAL,9,Actuacions de caràcter general,92,Serveis de caràcter general,923,Informació bàsica i estadística,9232,Estadístiques i estudis municipals,92321,Anàlisi i programació,0,2415.42,2415.42,2415.42,2415.42,2415.42,2415.42,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,106,GERÈNCIA COORDINACIÓ TERRITORIAL I PROXI,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,0,460.08,460.08,460.08,460.08,460.08,460.08,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,200,GER.DRETS SOCIALS.JUSTICIA GLOBAL. FEMIN,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,230,Administració general de serveis socials,2301,Administració general de serveis socials,23011,Direcció i administració de serveis soci,0,5933.12,5933.12,5933.12,5933.12,5933.12,5933.12,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,200,GER.DRETS SOCIALS.JUSTICIA GLOBAL. FEMIN,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,230,Administració general de serveis socials,2303,Estratègia i innovació de serveis socials,23032,Recerca i coneixement de serveis socials,0,345.06,345.06,345.06,345.06,345.06,345.06,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,200,GER.DRETS SOCIALS.JUSTICIA GLOBAL. FEMIN,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,230,Administració general de serveis socials,2303,Estratègia i innovació de serveis socials,23034,Participació social,0,345.06,345.06,345.06,345.06,345.06,345.06,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,200,GER.DRETS SOCIALS.JUSTICIA GLOBAL. FEMIN,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,230,Administració general de serveis socials,2303,Estratègia i innovació de serveis socials,23035,Comunicació i informació de serveis soci,0,651.79,651.79,651.79,651.79,651.79,651.79,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,200,GER.DRETS SOCIALS.JUSTICIA GLOBAL. FEMIN,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,230,Administració general de serveis socials,2303,Estratègia i innovació de serveis socials,23036,Planificació i Processos de serveis soci,0,575.1,575.1,575.1,575.1,575.1,575.1,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,200,GER.DRETS SOCIALS.JUSTICIA GLOBAL. FEMIN,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,230,Administració general de serveis socials,2303,Estratègia i innovació de serveis socials,23038,Gestió sistemes d'informació de serveis,0,460.08,460.08,460.08,460.08,460.08,460.08,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,200,GER.DRETS SOCIALS.JUSTICIA GLOBAL. FEMIN,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,231,Asistencia social primària,2316,Atenció a la immigració i a refugiats,23161,Acollida i acompanyament d’immigrants,0,460.08,460.08,460.08,460.08,460.08,460.08,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,200,GER.DRETS SOCIALS.JUSTICIA GLOBAL. FEMIN,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,231,Asistencia social primària,2317,Atenció a la dona en situació de vulnerabilitat,23171,Atenció a la dona víctima de viol.,0,1035.18,1035.18,1035.18,1035.18,1035.18,1035.18,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,200,GER.DRETS SOCIALS.JUSTICIA GLOBAL. FEMIN,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,232,Promoció social,2324,Promoció de les dones,23241,Promoció de les dones,0,1265.22,1265.22,1265.22,1265.22,1265.22,1265.22,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,200,GER.DRETS SOCIALS.JUSTICIA GLOBAL. FEMIN,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,232,Promoció social,2325,Drets humans-no discrimi.:foment-promoció-atenció,23252,Foment i promoció dels drets humans,0,690.12,690.12,690.12,690.12,690.12,690.12,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,200,GER.DRETS SOCIALS.JUSTICIA GLOBAL. FEMIN,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,232,Promoció social,2326,Promoció social de la immigració,23261,Promoció de la convivència i intercultur,0,805.14,805.14,805.14,805.14,805.14,805.14,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,202,GERÈNCIA DE L'HABITATGE,2,Actuacions de protecció i promoció social,23,Serveis socials i promoció social,230,Administració general de serveis socials,2301,Administració general de serveis socials,23011,Direcció i administració de serveis soci,0,460.08,460.08,460.08,460.08,460.08,460.08,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,300,GER.ÀREA AGENDA 2030. TRANS.DIGITAL I ES,9,Actuacions de caràcter general,91,Òrgans de govern,912,Òrgans de govern,9122,Relacions institucionals,91223,Relacions internacionals,0,1974.52,1974.52,1974.52,1974.52,1974.52,1974.52,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,300,GER.ÀREA AGENDA 2030. TRANS.DIGITAL I ES,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,0,2386.67,2386.67,2386.67,2386.67,2386.67,2386.67,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,300,GER.ÀREA AGENDA 2030. TRANS.DIGITAL I ES,9,Actuacions de caràcter general,92,Serveis de caràcter general,925,Atenció als ciutadans,9251,Informació i atenció al ciutadà,92511,Atenció al ciutadà,0,20761.15,20761.15,20761.15,20761.15,20761.15,20761.15,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,301,GERÈNCIA D'INNOVACIÓ I TRANSICIÓ DIGITAL,9,Actuacions de caràcter general,92,Serveis de caràcter general,920,Administració general,9201,Direcció i administració generals,92011,Administració general,0,230.04,230.04,230.04,230.04,230.04,230.04,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,130,Administració general seguretat i protecció civil,1301,Administració general de prevenció i seguretat,13011,Gestió programa administració seguretat,0,4476.2,4476.2,4476.2,4476.2,4476.2,4476.2,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,130,Administració general seguretat i protecció civil,1301,Administració general de prevenció i seguretat,13012,Desenvolupament professional prevenció i,0,3105.54,3105.54,3105.54,3105.54,3105.54,3105.54,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,130,Administració general seguretat i protecció civil,1301,Administració general de prevenció i seguretat,13014,Desenvolupament dels serveis de GUB i SP,0,3709.4,3709.4,3709.4,3709.4,3709.4,3709.4,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,130,Administració general seguretat i protecció civil,1301,Administració general de prevenció i seguretat,13015,Comunicació interna i externa SP,0,460.08,460.08,460.08,460.08,460.08,460.08,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,132,Seguretat i Ordre Públic,1321,Seguretat ciutadana,13212,Serveis generals de la Guàrdia Urbana,0,288547.1,288547.1,288547.1,288547.1,288547.1,288547.1,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,132,Seguretat i Ordre Públic,1322,Prevenció de la delinqüència,13221,Prevenció de la delinqüència,0,230.04,230.04,230.04,230.04,230.04,230.04,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,135,Protecció civil,1351,Protecció civil,13511,Protecció civil,0,891.41,891.41,891.41,891.41,891.41,891.41,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,136,Servei de prevenció i extinció d'incendis,1361,Prevenció i extinció d'incendis i salvament,13612,Intervenció en extinció d’incendis i sal,0,62887.2,62887.2,62887.2,62887.2,62887.2,62887.2,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,400,GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,136,Servei de prevenció i extinció d'incendis,1361,Prevenció i extinció d'incendis i salvament,13613,Desenvol.professional.selecció.prevenc.s,0,1562.36,1562.36,1562.36,1562.36,1562.36,1562.36,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,500,GERÈNCIA D'ÀREA D'ECOLOGIA URBANA,1,Serveis públics bàsics,15,Habitatge i urbanisme,150,Administració General d'habtatge i urba,1501,Administració d'Ecologia Urbana,15011,Despeses generals d'Ecologia Urbana,0,7620.09,7620.09,7620.09,7620.09,7620.09,7620.09,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,500,GERÈNCIA D'ÀREA D'ECOLOGIA URBANA,1,Serveis públics bàsics,15,Habitatge i urbanisme,150,Administració General d'habtatge i urba,1501,Administració d'Ecologia Urbana,15017,Manteniment i conservació edificis Ecolo,0,115.02,115.02,115.02,115.02,115.02,115.02,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,502,GERÈNCIA MEDI AMBIENT I SERVEIS URBANS,1,Serveis públics bàsics,15,Habitatge i urbanisme,150,Administració General d'habtatge i urba,1501,Administració d'Ecologia Urbana,15011,Despeses generals d'Ecologia Urbana,0,2108.71,2108.71,2108.71,2108.71,2108.71,2108.71,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,502,GERÈNCIA MEDI AMBIENT I SERVEIS URBANS,1,Serveis públics bàsics,16,Benestar comunitari,162,Recollida. gestió i tractament de residus,1623,Tractament de residus,16231,Tractament de residus,0,920.16,920.16,920.16,920.16,920.16,920.16,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,502,GERÈNCIA MEDI AMBIENT I SERVEIS URBANS,1,Serveis públics bàsics,16,Benestar comunitari,163,Neteja viària,1631,Neteja viària,16311,Neteja viària,0,642.2,642.2,642.2,642.2,642.2,642.2,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,502,GERÈNCIA MEDI AMBIENT I SERVEIS URBANS,1,Serveis públics bàsics,16,Benestar comunitari,163,Neteja viària,1631,Neteja viària,16312,Avaluació de la neteja viària,0,1380.24,1380.24,1380.24,1380.24,1380.24,1380.24,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,502,GERÈNCIA MEDI AMBIENT I SERVEIS URBANS,1,Serveis públics bàsics,16,Benestar comunitari,165,Enllumentat públic,1651,Gestió de l'enllumenat públic,16511,Gestió de l'enllumenat públic,0,1092.69,1092.69,1092.69,1092.69,1092.69,1092.69,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,503,GERÈNCIA D'URBANISME,1,Serveis públics bàsics,15,Habitatge i urbanisme,150,Administració General d'habtatge i urba,1501,Administració d'Ecologia Urbana,15011,Despeses generals d'Ecologia Urbana,0,9211.2,9211.2,9211.2,9211.2,9211.2,9211.2,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,503,GERÈNCIA D'URBANISME,1,Serveis públics bàsics,15,Habitatge i urbanisme,150,Administració General d'habtatge i urba,1501,Administració d'Ecologia Urbana,15013,Planificació Ecologia Urbana,0,1265.22,1265.22,1265.22,1265.22,1265.22,1265.22,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,504,GERÈNCIA DE MOBILITAT I INFRAESTRUCTURES,1,Serveis públics bàsics,13,Seguretat i mobilitat ciutadana,134,Mobilitat urbana,1341,Mobilitat,13411,Gestió del programa de mobilitat,0,1188.54,1188.54,1188.54,1188.54,1188.54,1188.54,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,504,GERÈNCIA DE MOBILITAT I INFRAESTRUCTURES,1,Serveis públics bàsics,15,Habitatge i urbanisme,151,Urbanisme:planejament.gestió.execució i disciplina,1516,Control i seguiment de grans infraestructures,15161,Control i seguiment de grans infraestruc,0,4226.99,4226.99,4226.99,4226.99,4226.99,4226.99,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,505,GERÈNCIA DE L'ARQUITECTE/A EN CAP,1,Serveis públics bàsics,15,Habitatge i urbanisme,150,Administració General d'habtatge i urba,1501,Administració d'Ecologia Urbana,15011,Despeses generals d'Ecologia Urbana,0,1725.31,1725.31,1725.31,1725.31,1725.31,1725.31,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,601,CIUTAT VELLA,1,Serveis públics bàsics,15,Habitatge i urbanisme,151,Urbanisme:planejament.gestió.execució i disciplina,1511,Actuació urbanística i disciplina,15111,Llicències,0,1993.7,1993.7,1993.7,1993.7,1993.7,1993.7,0
1,DESPESES DE PERSONAL,12,PERSONAL FUNCIONARI,127,CONTRIBUCIONS PLANS DE PENSIONS,12700,Contribucions plans i fons pensio personal funcion,601,CIUTAT VELLA,1,Serveis públics bàsics,15,Habitatge i urbanisme,151,Urbanisme:planejament.gestió.execució i disciplina,1511,Actuació urbanística i disciplina,15112,Inspeccions,0,86.27,86.27,86.27,86.27,86.27,86.27,0
